Contig	Ten_total	Twenty_total
QPX_transcriptome_v1_Contig_8812	503	186
QPX_transcriptome_v1_Contig_8813	89	108
QPX_transcriptome_v1_Contig_8814	159	137
QPX_transcriptome_v1_Contig_8815	447	161
QPX_transcriptome_v1_Contig_8816	192	82
QPX_transcriptome_v1_Contig_8817	187	52
QPX_transcriptome_v1_Contig_8818	294	189
QPX_transcriptome_v1_Contig_8819	715	358
QPX_transcriptome_v1_Contig_882	5063	3594
QPX_transcriptome_v1_Contig_8820	844	754
QPX_transcriptome_v1_Contig_8821	443	160
QPX_transcriptome_v1_Contig_8822	822	741
QPX_transcriptome_v1_Contig_8823	596	236
QPX_transcriptome_v1_Contig_8824	456	330
QPX_transcriptome_v1_Contig_8825	535	237
QPX_transcriptome_v1_Contig_8826	1076	703
QPX_transcriptome_v1_Contig_8827	235	161
QPX_transcriptome_v1_Contig_8828	332	118
QPX_transcriptome_v1_Contig_8829	241	82
QPX_transcriptome_v1_Contig_883	2188	2341
QPX_transcriptome_v1_Contig_8830	298	136
QPX_transcriptome_v1_Contig_8831	173	123
QPX_transcriptome_v1_Contig_8832	295	165
QPX_transcriptome_v1_Contig_8833	161	186
QPX_transcriptome_v1_Contig_8834	795	294
QPX_transcriptome_v1_Contig_8835	595	272
QPX_transcriptome_v1_Contig_8836	1016	380
QPX_transcriptome_v1_Contig_8837	188	183
QPX_transcriptome_v1_Contig_8838	1051	662
QPX_transcriptome_v1_Contig_8839	106	81
QPX_transcriptome_v1_Contig_884	1373	226
QPX_transcriptome_v1_Contig_8840	160	107
QPX_transcriptome_v1_Contig_8841	115	156
QPX_transcriptome_v1_Contig_8842	174	87
QPX_transcriptome_v1_Contig_8843	363	78
QPX_transcriptome_v1_Contig_8844	941	469
QPX_transcriptome_v1_Contig_8845	105	205
QPX_transcriptome_v1_Contig_8846	146	117
QPX_transcriptome_v1_Contig_8847	261	137
QPX_transcriptome_v1_Contig_8848	626	348
QPX_transcriptome_v1_Contig_8849	109	109
QPX_transcriptome_v1_Contig_885	23916	36776
QPX_transcriptome_v1_Contig_8850	359	93
QPX_transcriptome_v1_Contig_8851	160	84
QPX_transcriptome_v1_Contig_8852	348	126
QPX_transcriptome_v1_Contig_8853	395	276
QPX_transcriptome_v1_Contig_8854	309	76
QPX_transcriptome_v1_Contig_8855	468	180
QPX_transcriptome_v1_Contig_8856	883	379
QPX_transcriptome_v1_Contig_8857	289	233
QPX_transcriptome_v1_Contig_8858	175	195
QPX_transcriptome_v1_Contig_8859	946	753
QPX_transcriptome_v1_Contig_886	623	291
QPX_transcriptome_v1_Contig_8860	79	92
QPX_transcriptome_v1_Contig_8861	921	170
QPX_transcriptome_v1_Contig_8862	401	627
QPX_transcriptome_v1_Contig_8863	285	170
QPX_transcriptome_v1_Contig_8864	830	524
QPX_transcriptome_v1_Contig_8865	785	466
QPX_transcriptome_v1_Contig_8866	1042	771
QPX_transcriptome_v1_Contig_8867	208	143
QPX_transcriptome_v1_Contig_8868	393	217
QPX_transcriptome_v1_Contig_8869	920	348
QPX_transcriptome_v1_Contig_887	6679	7278
QPX_transcriptome_v1_Contig_8870	992	536
QPX_transcriptome_v1_Contig_8871	299	232
QPX_transcriptome_v1_Contig_8872	1079	583
QPX_transcriptome_v1_Contig_8873	454	243
QPX_transcriptome_v1_Contig_8874	249	89
QPX_transcriptome_v1_Contig_8875	417	150
QPX_transcriptome_v1_Contig_8876	97	87
QPX_transcriptome_v1_Contig_8877	179	148
QPX_transcriptome_v1_Contig_8878	186	231
QPX_transcriptome_v1_Contig_8879	198	73
QPX_transcriptome_v1_Contig_888	6327	7231
QPX_transcriptome_v1_Contig_8880	113	97
QPX_transcriptome_v1_Contig_8881	101	72
QPX_transcriptome_v1_Contig_8882	159	158
QPX_transcriptome_v1_Contig_8883	267	212
QPX_transcriptome_v1_Contig_8884	197	76
QPX_transcriptome_v1_Contig_8885	533	406
QPX_transcriptome_v1_Contig_8886	924	605
QPX_transcriptome_v1_Contig_8887	214	102
QPX_transcriptome_v1_Contig_8888	316	68
QPX_transcriptome_v1_Contig_8889	239	184
QPX_transcriptome_v1_Contig_889	42113	15770
QPX_transcriptome_v1_Contig_8890	199	133
QPX_transcriptome_v1_Contig_8891	161	120
QPX_transcriptome_v1_Contig_8892	243	179
QPX_transcriptome_v1_Contig_8893	390	130
QPX_transcriptome_v1_Contig_8894	416	200
QPX_transcriptome_v1_Contig_8895	225	363
QPX_transcriptome_v1_Contig_8896	321	297
QPX_transcriptome_v1_Contig_8897	459	264
QPX_transcriptome_v1_Contig_8898	245	311
QPX_transcriptome_v1_Contig_8899	130	93
QPX_transcriptome_v1_Contig_89	20675	6898
QPX_transcriptome_v1_Contig_890	21345	5078
QPX_transcriptome_v1_Contig_8900	224	45
QPX_transcriptome_v1_Contig_8901	719	150
QPX_transcriptome_v1_Contig_8902	750	582
QPX_transcriptome_v1_Contig_8903	821	314
QPX_transcriptome_v1_Contig_8904	326	134
QPX_transcriptome_v1_Contig_8905	690	278
QPX_transcriptome_v1_Contig_8906	936	497
QPX_transcriptome_v1_Contig_8907	1211	517
QPX_transcriptome_v1_Contig_8908	195	141
QPX_transcriptome_v1_Contig_8909	518	314
QPX_transcriptome_v1_Contig_891	706	402
QPX_transcriptome_v1_Contig_8910	239	168
QPX_transcriptome_v1_Contig_8911	122	232
QPX_transcriptome_v1_Contig_8912	244	68
QPX_transcriptome_v1_Contig_8913	106	110
QPX_transcriptome_v1_Contig_8914	122	125
QPX_transcriptome_v1_Contig_8915	171	168
QPX_transcriptome_v1_Contig_8916	681	261
QPX_transcriptome_v1_Contig_8917	134	88
QPX_transcriptome_v1_Contig_8918	921	246
QPX_transcriptome_v1_Contig_8919	122	82
QPX_transcriptome_v1_Contig_892	3872	2657
QPX_transcriptome_v1_Contig_8920	694	252
QPX_transcriptome_v1_Contig_8921	433	363
QPX_transcriptome_v1_Contig_8922	263	163
QPX_transcriptome_v1_Contig_8923	1725	373
QPX_transcriptome_v1_Contig_8924	1034	404
QPX_transcriptome_v1_Contig_8925	166	58
QPX_transcriptome_v1_Contig_8926	180	170
QPX_transcriptome_v1_Contig_8927	175	133
QPX_transcriptome_v1_Contig_8928	431	111
QPX_transcriptome_v1_Contig_8929	191	115
QPX_transcriptome_v1_Contig_893	891	735
QPX_transcriptome_v1_Contig_8930	121	169
QPX_transcriptome_v1_Contig_8931	922	479
QPX_transcriptome_v1_Contig_8932	873	516
QPX_transcriptome_v1_Contig_8933	239	61
QPX_transcriptome_v1_Contig_8934	495	409
QPX_transcriptome_v1_Contig_8935	549	225
QPX_transcriptome_v1_Contig_8936	321	303
QPX_transcriptome_v1_Contig_8937	333	173
QPX_transcriptome_v1_Contig_8938	335	80
QPX_transcriptome_v1_Contig_8939	603	179
QPX_transcriptome_v1_Contig_894	1834	481
QPX_transcriptome_v1_Contig_8940	542	332
QPX_transcriptome_v1_Contig_8941	263	236
QPX_transcriptome_v1_Contig_8942	638	297
QPX_transcriptome_v1_Contig_8943	140	106
QPX_transcriptome_v1_Contig_8944	823	576
QPX_transcriptome_v1_Contig_8945	346	225
QPX_transcriptome_v1_Contig_8946	81	135
QPX_transcriptome_v1_Contig_8947	401	224
QPX_transcriptome_v1_Contig_8948	930	575
QPX_transcriptome_v1_Contig_8949	166	70
QPX_transcriptome_v1_Contig_895	8632	4722
QPX_transcriptome_v1_Contig_8950	323	243
QPX_transcriptome_v1_Contig_8951	190	160
QPX_transcriptome_v1_Contig_8952	476	265
QPX_transcriptome_v1_Contig_8953	772	260
QPX_transcriptome_v1_Contig_8954	386	312
QPX_transcriptome_v1_Contig_8955	101	112
QPX_transcriptome_v1_Contig_8956	107	75
QPX_transcriptome_v1_Contig_8957	784	353
QPX_transcriptome_v1_Contig_8958	906	513
QPX_transcriptome_v1_Contig_8959	269	68
QPX_transcriptome_v1_Contig_896	2684	1390
QPX_transcriptome_v1_Contig_8960	121	83
QPX_transcriptome_v1_Contig_8961	132	124
QPX_transcriptome_v1_Contig_8962	423	308
QPX_transcriptome_v1_Contig_8963	380	179
QPX_transcriptome_v1_Contig_8964	520	233
QPX_transcriptome_v1_Contig_8965	409	73
QPX_transcriptome_v1_Contig_8966	875	290
QPX_transcriptome_v1_Contig_8967	487	326
QPX_transcriptome_v1_Contig_8968	308	102
QPX_transcriptome_v1_Contig_8969	589	302
QPX_transcriptome_v1_Contig_897	775	249
QPX_transcriptome_v1_Contig_8970	1329	610
QPX_transcriptome_v1_Contig_8971	500	261
QPX_transcriptome_v1_Contig_8972	383	164
QPX_transcriptome_v1_Contig_8973	154	121
QPX_transcriptome_v1_Contig_8974	274	202
QPX_transcriptome_v1_Contig_8975	248	217
QPX_transcriptome_v1_Contig_8976	303	188
QPX_transcriptome_v1_Contig_8977	131	114
QPX_transcriptome_v1_Contig_8978	346	336
QPX_transcriptome_v1_Contig_8979	445	152
QPX_transcriptome_v1_Contig_898	26581	14946
QPX_transcriptome_v1_Contig_8980	829	458
QPX_transcriptome_v1_Contig_8981	110	143
QPX_transcriptome_v1_Contig_8982	89	109
QPX_transcriptome_v1_Contig_8983	260	162
QPX_transcriptome_v1_Contig_8984	1212	1599
QPX_transcriptome_v1_Contig_8985	150	136
QPX_transcriptome_v1_Contig_8986	408	311
QPX_transcriptome_v1_Contig_8987	564	464
QPX_transcriptome_v1_Contig_8988	268	130
QPX_transcriptome_v1_Contig_8989	327	158
QPX_transcriptome_v1_Contig_899	428	115
QPX_transcriptome_v1_Contig_8990	204	135
QPX_transcriptome_v1_Contig_8991	264	111
QPX_transcriptome_v1_Contig_8992	1296	925
QPX_transcriptome_v1_Contig_8993	197	206
QPX_transcriptome_v1_Contig_8994	234	125
QPX_transcriptome_v1_Contig_8995	2024	572
QPX_transcriptome_v1_Contig_8996	306	145
QPX_transcriptome_v1_Contig_8997	145	189
QPX_transcriptome_v1_Contig_8998	2859	1095
QPX_transcriptome_v1_Contig_8999	425	140
QPX_transcriptome_v1_Contig_9	6885	4842
QPX_transcriptome_v1_Contig_90	90277	62067
QPX_transcriptome_v1_Contig_900	2827	881
QPX_transcriptome_v1_Contig_9000	264	300
QPX_transcriptome_v1_Contig_9001	712	495
QPX_transcriptome_v1_Contig_9002	149	251
QPX_transcriptome_v1_Contig_9003	356	180
QPX_transcriptome_v1_Contig_9004	517	162
QPX_transcriptome_v1_Contig_9005	215	79
QPX_transcriptome_v1_Contig_9006	304	156
QPX_transcriptome_v1_Contig_9007	246	162
QPX_transcriptome_v1_Contig_9008	498	730
QPX_transcriptome_v1_Contig_9009	119	70
QPX_transcriptome_v1_Contig_901	46776	29001
QPX_transcriptome_v1_Contig_9010	438	167
QPX_transcriptome_v1_Contig_9011	536	120
QPX_transcriptome_v1_Contig_9012	970	704
QPX_transcriptome_v1_Contig_9013	214	125
QPX_transcriptome_v1_Contig_9014	230	92
QPX_transcriptome_v1_Contig_9015	423	264
QPX_transcriptome_v1_Contig_9016	342	102
QPX_transcriptome_v1_Contig_9017	406	313
QPX_transcriptome_v1_Contig_9018	362	119
QPX_transcriptome_v1_Contig_9019	314	105
QPX_transcriptome_v1_Contig_902	17759	11183
QPX_transcriptome_v1_Contig_9020	172	142
QPX_transcriptome_v1_Contig_9021	143	126
QPX_transcriptome_v1_Contig_9022	137	52
QPX_transcriptome_v1_Contig_9023	417	227
QPX_transcriptome_v1_Contig_9024	268	231
QPX_transcriptome_v1_Contig_9025	166	99
QPX_transcriptome_v1_Contig_9026	366	103
QPX_transcriptome_v1_Contig_9027	341	166
QPX_transcriptome_v1_Contig_9028	375	216
QPX_transcriptome_v1_Contig_9029	195	84
QPX_transcriptome_v1_Contig_903	7875	3500
QPX_transcriptome_v1_Contig_9030	570	391
QPX_transcriptome_v1_Contig_9031	119	119
QPX_transcriptome_v1_Contig_9032	423	236
QPX_transcriptome_v1_Contig_9033	551	160
QPX_transcriptome_v1_Contig_9034	180	70
QPX_transcriptome_v1_Contig_9035	501	195
QPX_transcriptome_v1_Contig_9036	236	128
QPX_transcriptome_v1_Contig_9037	498	177
QPX_transcriptome_v1_Contig_9038	1201	736
QPX_transcriptome_v1_Contig_9039	165	262
QPX_transcriptome_v1_Contig_904	5568	1180
QPX_transcriptome_v1_Contig_9040	348	188
QPX_transcriptome_v1_Contig_9041	389	179
QPX_transcriptome_v1_Contig_9042	231	203
QPX_transcriptome_v1_Contig_9043	195	120
QPX_transcriptome_v1_Contig_9044	410	266
QPX_transcriptome_v1_Contig_9045	459	240
QPX_transcriptome_v1_Contig_9046	164	190
QPX_transcriptome_v1_Contig_9047	54	124
QPX_transcriptome_v1_Contig_9048	864	553
QPX_transcriptome_v1_Contig_9049	187	122
QPX_transcriptome_v1_Contig_905	1240	567
QPX_transcriptome_v1_Contig_9050	278	88
QPX_transcriptome_v1_Contig_9051	109	140
QPX_transcriptome_v1_Contig_9052	662	78
QPX_transcriptome_v1_Contig_9053	350	125
QPX_transcriptome_v1_Contig_9054	295	206
QPX_transcriptome_v1_Contig_9055	836	1666
QPX_transcriptome_v1_Contig_9056	102	70
QPX_transcriptome_v1_Contig_9057	235	226
QPX_transcriptome_v1_Contig_9058	269	119
QPX_transcriptome_v1_Contig_9059	771	197
QPX_transcriptome_v1_Contig_906	6394	2122
QPX_transcriptome_v1_Contig_9060	222	150
QPX_transcriptome_v1_Contig_9061	400	120
QPX_transcriptome_v1_Contig_9062	209	223
QPX_transcriptome_v1_Contig_9063	296	167
QPX_transcriptome_v1_Contig_9064	581	420
QPX_transcriptome_v1_Contig_9065	147	87
QPX_transcriptome_v1_Contig_9066	545	327
QPX_transcriptome_v1_Contig_9067	277	220
QPX_transcriptome_v1_Contig_9068	255	254
QPX_transcriptome_v1_Contig_9069	411	205
QPX_transcriptome_v1_Contig_907	1084	588
QPX_transcriptome_v1_Contig_9070	504	233
QPX_transcriptome_v1_Contig_9071	872	379
QPX_transcriptome_v1_Contig_9072	136	90
QPX_transcriptome_v1_Contig_9073	454	65
QPX_transcriptome_v1_Contig_9074	199	111
QPX_transcriptome_v1_Contig_9075	482	193
QPX_transcriptome_v1_Contig_9076	1150	550
QPX_transcriptome_v1_Contig_9077	623	413
QPX_transcriptome_v1_Contig_9078	355	236
QPX_transcriptome_v1_Contig_9079	140	78
QPX_transcriptome_v1_Contig_908	17510	6542
QPX_transcriptome_v1_Contig_9080	116	265
QPX_transcriptome_v1_Contig_9081	340	192
QPX_transcriptome_v1_Contig_9082	301	156
QPX_transcriptome_v1_Contig_9083	427	172
QPX_transcriptome_v1_Contig_9084	341	181
QPX_transcriptome_v1_Contig_9085	690	362
QPX_transcriptome_v1_Contig_9086	302	144
QPX_transcriptome_v1_Contig_9087	496	131
QPX_transcriptome_v1_Contig_9088	466	222
QPX_transcriptome_v1_Contig_9089	286	82
QPX_transcriptome_v1_Contig_909	5249	2801
QPX_transcriptome_v1_Contig_9090	1113	830
QPX_transcriptome_v1_Contig_9091	444	332
QPX_transcriptome_v1_Contig_9092	703	780
QPX_transcriptome_v1_Contig_9093	319	225
QPX_transcriptome_v1_Contig_9094	118	42
QPX_transcriptome_v1_Contig_9095	159	88
QPX_transcriptome_v1_Contig_9096	612	288
QPX_transcriptome_v1_Contig_9097	432	116
QPX_transcriptome_v1_Contig_9098	268	209
QPX_transcriptome_v1_Contig_9099	454	289
QPX_transcriptome_v1_Contig_91	33045	8561
QPX_transcriptome_v1_Contig_910	834	242
QPX_transcriptome_v1_Contig_9100	167	78
QPX_transcriptome_v1_Contig_9101	318	92
QPX_transcriptome_v1_Contig_9102	144	110
QPX_transcriptome_v1_Contig_9103	369	214
QPX_transcriptome_v1_Contig_9104	222	335
QPX_transcriptome_v1_Contig_9105	606	318
QPX_transcriptome_v1_Contig_9106	443	254
QPX_transcriptome_v1_Contig_9107	267	202
QPX_transcriptome_v1_Contig_9108	122	65
QPX_transcriptome_v1_Contig_9109	374	116
QPX_transcriptome_v1_Contig_911	2212	2178
QPX_transcriptome_v1_Contig_9110	105	72
QPX_transcriptome_v1_Contig_9111	469	136
QPX_transcriptome_v1_Contig_9112	177	96
QPX_transcriptome_v1_Contig_9113	643	242
QPX_transcriptome_v1_Contig_9114	296	213
QPX_transcriptome_v1_Contig_9115	635	426
QPX_transcriptome_v1_Contig_9116	263	94
QPX_transcriptome_v1_Contig_9117	982	281
QPX_transcriptome_v1_Contig_9118	752	316
QPX_transcriptome_v1_Contig_9119	417	172
QPX_transcriptome_v1_Contig_912	2841	2427
QPX_transcriptome_v1_Contig_9120	153	63
QPX_transcriptome_v1_Contig_9121	541	246
QPX_transcriptome_v1_Contig_9122	111	87
QPX_transcriptome_v1_Contig_9123	282	149
QPX_transcriptome_v1_Contig_9124	835	441
QPX_transcriptome_v1_Contig_9125	414	170
QPX_transcriptome_v1_Contig_9126	172	163
QPX_transcriptome_v1_Contig_9127	222	199
QPX_transcriptome_v1_Contig_9128	420	171
QPX_transcriptome_v1_Contig_9129	112	167
QPX_transcriptome_v1_Contig_913	1394	648
QPX_transcriptome_v1_Contig_9130	242	220
QPX_transcriptome_v1_Contig_9131	984	383
QPX_transcriptome_v1_Contig_9132	98	80
QPX_transcriptome_v1_Contig_9133	487	284
QPX_transcriptome_v1_Contig_9134	427	241
QPX_transcriptome_v1_Contig_9135	416	77
QPX_transcriptome_v1_Contig_9136	475	140
QPX_transcriptome_v1_Contig_9137	191	88
QPX_transcriptome_v1_Contig_9138	195	255
QPX_transcriptome_v1_Contig_9139	130	137
QPX_transcriptome_v1_Contig_914	17574	4543
QPX_transcriptome_v1_Contig_9140	293	76
QPX_transcriptome_v1_Contig_9141	423	195
QPX_transcriptome_v1_Contig_9142	254	103
QPX_transcriptome_v1_Contig_9143	257	136
QPX_transcriptome_v1_Contig_9144	384	362
QPX_transcriptome_v1_Contig_9145	92	206
QPX_transcriptome_v1_Contig_9146	276	99
QPX_transcriptome_v1_Contig_9147	126	112
QPX_transcriptome_v1_Contig_9148	69	75
QPX_transcriptome_v1_Contig_9149	437	299
QPX_transcriptome_v1_Contig_915	2225	732
QPX_transcriptome_v1_Contig_9150	1492	1240
QPX_transcriptome_v1_Contig_9151	392	241
QPX_transcriptome_v1_Contig_9152	533	256
QPX_transcriptome_v1_Contig_9153	213	231
QPX_transcriptome_v1_Contig_9154	213	205
QPX_transcriptome_v1_Contig_9155	802	326
QPX_transcriptome_v1_Contig_9156	188	127
QPX_transcriptome_v1_Contig_9157	317	502
QPX_transcriptome_v1_Contig_9158	312	185
QPX_transcriptome_v1_Contig_9159	175	206
QPX_transcriptome_v1_Contig_916	4975	4133
QPX_transcriptome_v1_Contig_9160	334	59
QPX_transcriptome_v1_Contig_9161	130	81
QPX_transcriptome_v1_Contig_9162	239	158
QPX_transcriptome_v1_Contig_9163	715	89
QPX_transcriptome_v1_Contig_9164	471	226
QPX_transcriptome_v1_Contig_9165	744	928
QPX_transcriptome_v1_Contig_9166	328	79
QPX_transcriptome_v1_Contig_9167	223	180
QPX_transcriptome_v1_Contig_9168	324	250
QPX_transcriptome_v1_Contig_9169	462	204
QPX_transcriptome_v1_Contig_917	6897	4365
QPX_transcriptome_v1_Contig_9170	126	182
QPX_transcriptome_v1_Contig_9171	69	160
QPX_transcriptome_v1_Contig_9172	113	107
QPX_transcriptome_v1_Contig_9173	167	93
QPX_transcriptome_v1_Contig_9174	121	142
QPX_transcriptome_v1_Contig_9175	122	152
QPX_transcriptome_v1_Contig_9176	577	221
QPX_transcriptome_v1_Contig_9177	417	231
QPX_transcriptome_v1_Contig_9178	146	80
QPX_transcriptome_v1_Contig_9179	704	307
QPX_transcriptome_v1_Contig_918	2834	1419
QPX_transcriptome_v1_Contig_9180	568	305
QPX_transcriptome_v1_Contig_9181	754	1755
QPX_transcriptome_v1_Contig_9182	133	223
QPX_transcriptome_v1_Contig_9183	452	198
QPX_transcriptome_v1_Contig_9184	105	71
QPX_transcriptome_v1_Contig_9185	195	212
QPX_transcriptome_v1_Contig_9186	293	138
QPX_transcriptome_v1_Contig_9187	1035	563
QPX_transcriptome_v1_Contig_9188	497	236
QPX_transcriptome_v1_Contig_9189	180	75
QPX_transcriptome_v1_Contig_919	33066	25934
QPX_transcriptome_v1_Contig_9190	138	70
QPX_transcriptome_v1_Contig_9191	570	348
QPX_transcriptome_v1_Contig_9192	323	266
QPX_transcriptome_v1_Contig_9193	659	482
QPX_transcriptome_v1_Contig_9194	307	133
QPX_transcriptome_v1_Contig_9195	105	115
QPX_transcriptome_v1_Contig_9196	936	437
QPX_transcriptome_v1_Contig_9197	1337	609
QPX_transcriptome_v1_Contig_9198	120	47
QPX_transcriptome_v1_Contig_9199	329	211
QPX_transcriptome_v1_Contig_92	35280	10259
QPX_transcriptome_v1_Contig_920	12705	5528
QPX_transcriptome_v1_Contig_9200	372	130
QPX_transcriptome_v1_Contig_9201	333	83
QPX_transcriptome_v1_Contig_9202	513	150
QPX_transcriptome_v1_Contig_9203	524	169
QPX_transcriptome_v1_Contig_9204	128	96
QPX_transcriptome_v1_Contig_9205	295	130
QPX_transcriptome_v1_Contig_9206	478	252
QPX_transcriptome_v1_Contig_9207	359	65
QPX_transcriptome_v1_Contig_9208	372	166
QPX_transcriptome_v1_Contig_9209	442	145
QPX_transcriptome_v1_Contig_921	3529	3056
QPX_transcriptome_v1_Contig_9210	298	153
QPX_transcriptome_v1_Contig_9211	699	514
QPX_transcriptome_v1_Contig_9212	168	143
QPX_transcriptome_v1_Contig_9213	455	257
QPX_transcriptome_v1_Contig_9214	121	106
QPX_transcriptome_v1_Contig_9215	364	322
QPX_transcriptome_v1_Contig_9216	661	198
QPX_transcriptome_v1_Contig_9217	254	161
QPX_transcriptome_v1_Contig_9218	174	201
QPX_transcriptome_v1_Contig_9219	556	411
QPX_transcriptome_v1_Contig_922	14532	6211
QPX_transcriptome_v1_Contig_9220	303	170
QPX_transcriptome_v1_Contig_9221	620	410
QPX_transcriptome_v1_Contig_9222	820	317
QPX_transcriptome_v1_Contig_9223	458	135
QPX_transcriptome_v1_Contig_9224	99	93
QPX_transcriptome_v1_Contig_9225	128	74
QPX_transcriptome_v1_Contig_9226	1965	917
QPX_transcriptome_v1_Contig_9227	268	120
QPX_transcriptome_v1_Contig_9228	306	395
QPX_transcriptome_v1_Contig_9229	389	530
QPX_transcriptome_v1_Contig_923	17659	11029
QPX_transcriptome_v1_Contig_9230	357	33
QPX_transcriptome_v1_Contig_9231	81	80
QPX_transcriptome_v1_Contig_9232	1352	1325
QPX_transcriptome_v1_Contig_9233	201	261
QPX_transcriptome_v1_Contig_9234	565	284
QPX_transcriptome_v1_Contig_9235	384	222
QPX_transcriptome_v1_Contig_9236	103	224
QPX_transcriptome_v1_Contig_9237	936	246
QPX_transcriptome_v1_Contig_9238	179	80
QPX_transcriptome_v1_Contig_9239	217	127
QPX_transcriptome_v1_Contig_924	7924	5152
QPX_transcriptome_v1_Contig_9240	93	73
QPX_transcriptome_v1_Contig_9241	518	140
QPX_transcriptome_v1_Contig_9242	190	93
QPX_transcriptome_v1_Contig_9243	299	223
QPX_transcriptome_v1_Contig_9244	202	147
QPX_transcriptome_v1_Contig_9245	495	239
QPX_transcriptome_v1_Contig_9246	820	218
QPX_transcriptome_v1_Contig_9247	293	129
QPX_transcriptome_v1_Contig_9248	438	231
QPX_transcriptome_v1_Contig_9249	352	105
QPX_transcriptome_v1_Contig_925	20573	5518
QPX_transcriptome_v1_Contig_9250	133	128
QPX_transcriptome_v1_Contig_9251	215	140
QPX_transcriptome_v1_Contig_9252	299	140
QPX_transcriptome_v1_Contig_9253	156	113
QPX_transcriptome_v1_Contig_9254	609	417
QPX_transcriptome_v1_Contig_9255	115	204
QPX_transcriptome_v1_Contig_9256	183	114
QPX_transcriptome_v1_Contig_9257	533	167
QPX_transcriptome_v1_Contig_9258	168	328
QPX_transcriptome_v1_Contig_9259	173	82
QPX_transcriptome_v1_Contig_926	2495	1189
QPX_transcriptome_v1_Contig_9260	522	132
QPX_transcriptome_v1_Contig_9261	353	102
QPX_transcriptome_v1_Contig_9262	233	357
QPX_transcriptome_v1_Contig_9263	485	190
QPX_transcriptome_v1_Contig_9264	182	96
QPX_transcriptome_v1_Contig_9265	177	105
QPX_transcriptome_v1_Contig_9266	97	165
QPX_transcriptome_v1_Contig_9267	120	66
QPX_transcriptome_v1_Contig_9268	104	148
QPX_transcriptome_v1_Contig_9269	119	120
QPX_transcriptome_v1_Contig_927	5658	2892
QPX_transcriptome_v1_Contig_9270	835	580
QPX_transcriptome_v1_Contig_9271	680	227
QPX_transcriptome_v1_Contig_9272	507	282
QPX_transcriptome_v1_Contig_9273	197	46
QPX_transcriptome_v1_Contig_9274	640	240
QPX_transcriptome_v1_Contig_9275	219	81
QPX_transcriptome_v1_Contig_9276	626	343
QPX_transcriptome_v1_Contig_9277	112	107
QPX_transcriptome_v1_Contig_9278	260	225
QPX_transcriptome_v1_Contig_9279	311	221
QPX_transcriptome_v1_Contig_928	5509	3147
QPX_transcriptome_v1_Contig_9280	440	288
